identifier,description_identifier,question,sparql,answer,answer_id,id_sparql
Book_Publication_01,Book-Publication,What answer is reached by this graph path: book --kg:writeOf--> Substantial?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'book')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'substantial')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Substantial,wd:Q16218846,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q571> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q16218846>)
} LIMIT 1"
Book_Publication_02,Book-Publication,What answer is reached by this graph path: book --kg:distributeIn--> Forms?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'book')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'forms')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Forms,wd:Q140208944,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q571> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q140208944>)
} LIMIT 1"
Book_Publication_03,Book-Publication,What answer is reached by this graph path: book --kg:distributeAs--> Printed Books?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'book')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'printed books')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Printed Books,wd:Q106476310,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q571> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q106476310>)
} LIMIT 1"
Cat_Feline_01,Cat-Feline,What answer is reached by this graph path: Catalan --kg:be--> Romance?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'catalan')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'romance')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Romance,wd:Q19814,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q7026> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q19814>)
} LIMIT 1"
Cat_Feline_02,Cat-Feline,What answer is reached by this graph path: Catalan --kg:be--> language?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'catalan')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'language')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",language,wd:Q34770,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q7026> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q34770>)
} LIMIT 1"
Cat_Feline_03,Cat-Feline,What answer is reached by this graph path: Catalan --kg:be--> official?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'catalan')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'official')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",official,wd:Q599151,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q7026> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q599151>)
} LIMIT 1"
City_Municipality_01,City-Municipality,What answer is reached by this graph path: city --kg:be--> human?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'city')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'human')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",human,wd:Q5,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q515> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q5>)
} LIMIT 1"
City_Municipality_02,City-Municipality,What answer is reached by this graph path: city --kg:beOf--> Substantial?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'city')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'substantial')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Substantial,wd:Q16218846,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q515> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q16218846>)
} LIMIT 1"
City_Municipality_03,City-Municipality,What answer is reached by this graph path: city --kg:beOf--> size?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'city')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'size')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",size,wd:Q322481,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q515> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q322481>)
} LIMIT 1"
Country_Nation_01,Country-Nation,What answer is reached by this graph path: country music --kg:knowAs--> Simply?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'country music')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'simply')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Simply,wd:Q6296982,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q83440> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q6296982>)
} LIMIT 1"
Country_Nation_02,Country-Nation,What answer is reached by this graph path: country music --kg:be--> music genre?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'country music')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'music genre')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",music genre,wd:Q188451,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q83440> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q188451>)
} LIMIT 1"
Country_Nation_03,Country-Nation,What answer is reached by this graph path: country music --kg:originateFrom--> United States?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'country music')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'united states')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",United States,wd:Q30,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q83440> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q30>)
} LIMIT 1"
Lake_Pond_01,Lake-Pond,What answer is reached by this graph path: artificial pond --kg:beThan--> lake?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'artificial pond')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'lake')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",lake,wd:Q23397,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q3253281> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q23397>)
} LIMIT 1"
Lake_Pond_02,Lake-Pond,What answer is reached by this graph path: artificial pond --kg:distinguishOf--> lake?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'artificial pond')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'lake')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",lake,wd:Q23397,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q3253281> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q23397>)
} LIMIT 1"
Lake_Pond_03,Lake-Pond,What answer is reached by this graph path: lake --kg:be--> Naturally?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'lake')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'naturally')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Naturally,wd:Q12581627,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q23397> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q12581627>)
} LIMIT 1"
Author_Novelist_01,Author-Novelist,What answer is reached by this graph path: novelist --kg:be--> writer?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'novelist')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'writer')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",writer,wd:Q36180,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q6625963> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q36180>)
} LIMIT 1"
Author_Novelist_02,Author-Novelist,What answer is reached by this graph path: writer --kg:writeIn--> writing?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'writer')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'writing')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",writing,wd:Q37260,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q36180> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q37260>)
} LIMIT 1"
Author_Novelist_03,Author-Novelist,What answer is reached by this graph path: writer --kg:writeIn--> Styles?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'writer')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'styles')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Styles,wd:Q111072692,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q36180> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q111072692>)
} LIMIT 1"
Actor_Performer_01,Actor-Performer,What answer is reached by this graph path: actor --kg:portray--> character?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'actor')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'character')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",character,wd:Q95074,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q33999> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q95074>)
} LIMIT 1"
Actor_Performer_02,Actor-Performer,What answer is reached by this graph path: performing artist --kg:beAs--> music?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'performing artist')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'music')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",music,wd:Q638,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q713200> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q638>)
} LIMIT 1"
Actor_Performer_03,Actor-Performer,What answer is reached by this graph path: performing artist --kg:be--> dance?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'performing artist')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'dance')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",dance,wd:Q11639,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q713200> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q11639>)
} LIMIT 1"
University_College_01,University-College,What answer is reached by this graph path: college --kg:beOf--> university?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'college')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'university')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",university,wd:Q3918,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q189004> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q3918>)
} LIMIT 1"
University_College_02,University-College,What answer is reached by this graph path: university --kg:beOf--> Tertiary?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'university')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'tertiary')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Tertiary,wd:Q188645,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q3918> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q188645>)
} LIMIT 1"
University_College_03,University-College,What answer is reached by this graph path: university --kg:beOf--> education?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'university')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'education')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",education,wd:Q8434,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q3918> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q8434>)
} LIMIT 1"
Painting_Artwork_01,Painting-Artwork,What answer is reached by this graph path: work of art --kg:tangible--> painting?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'work of art')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'painting')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",painting,wd:Q3305213,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q838948> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q3305213>)
} LIMIT 1"
Painting_Artwork_02,Painting-Artwork,What answer is reached by this graph path: painting --kg:be--> Art?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'painting')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'art')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",Art,wd:Q8227356,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q3305213> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q8227356>)
} LIMIT 1"
Painting_Artwork_03,Painting-Artwork,What answer is reached by this graph path: painting --kg:apply--> paint?,"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>
SELECT ?answer WHERE {
  ?subject rdfs:label ?subjectLabel .
  FILTER(LCASE(REPLACE(STR(?subjectLabel), '\\s+', ' ')) = 'painting')
  ?answerEntity rdfs:label ?answerLabel .
  FILTER(LCASE(REPLACE(STR(?answerLabel), '\\s+', ' ')) = 'paint')
  {
    ?subject ?predicate1 ?answerEntity .
  }
  UNION
  {
    ?subject ?predicate1 ?intermediate .
    ?intermediate ?predicate2 ?answerEntity .
  }
  BIND(STR(?answerLabel) AS ?answer)
} LIMIT 1",paint,wd:Q174219,"SELECT ?answer WHERE {
  <http://www.wikidata.org/entity/Q3305213> ?predicate1 ?answer .
  FILTER(?answer = <http://www.wikidata.org/entity/Q174219>)
} LIMIT 1"
